eval_id,rater,case_id,surface,title,description,research_gap,evidence_references,relevance,novelty,plausibility,evidence_quality,notes
EV-b71df16ae5,,single_cell_x_transfer_learning,intersection,Bridging 'SCANPY: large-scale single-cell gene expression data analysi' and 'GSVA: gene set variation analysis for microarray and RNA-Seq',The two most overlapping papers share vocabulary with the combined expertise of Single-cell genomics and Transfer learning in bioinformatics; combining their reported methods is a plausible joint direction.,No source paper in the retrieved set jointly covers 'Extracellular vesicles in disease' across Single-cell genomics and Transfer learning in bioinformatics; a combined treatment is missing.,SCANPY: large-scale single-cell gene expression data analysis; GSVA: gene set variation analysis for microarray and RNA-Seq data; limma powers differential expression analyses for RNA-sequencing and microarray studies,,,,,
EV-b731cec1a0,,speech_recognition_x_hearing_aids,gap,,"Possible gap: 'Speech Recognition and Synthesis' appears on only one side of this pairing (Automatic speech recognition / Speech enhancement for hearing aids); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.","Possible gap: 'Speech Recognition and Synthesis' appears on only one side of this pairing (Automatic speech recognition / Speech enhancement for hearing aids); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.",,,,,,
EV-b8406baf99,,climate_downscaling_x_deep_learning,gap,,Future-work opportunity: Extending 'Configuration and intercomparison of deep learning neural models for statistical downscaling' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Configuration and intercomparison of deep learning neural models for statistical downscaling' to broader settings is suggested by the absence of such results in the abstract.,Configuration and intercomparison of deep learning neural models for statistical downscaling,,,,,
EV-b875ee8f32,,speech_recognition_x_hearing_aids,gap,,Retrieved coverage is limited to the listed papers; a deeper corpus would be needed to confirm gaps between Automatic speech recognition and Speech enhancement for hearing aids.,Retrieved coverage is limited to the listed papers; a deeper corpus would be needed to confirm gaps between Automatic speech recognition and Speech enhancement for hearing aids.,A Consolidated Perspective on Multimicrophone Speech Enhancement and Source Separation; Hearing Impairment and Cognitive Energy: The Framework for Understanding Effortful Listening (FUEL); Why do people fitted with hearing aids not wear them?,,,,,
EV-b969c25c33,,materials_discovery_x_active_learning,gap,,Future-work opportunity: Extending 'Developing constructs for psychopathology research: Research domain criteria.' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Developing constructs for psychopathology research: Research domain criteria.' to broader settings is suggested by the absence of such results in the abstract.,Developing constructs for psychopathology research: Research domain criteria.,,,,,
EV-b9d5b1dee9,,recommender_x_fairness,intersection,Similarity bridge: 'Neural Collaborative Filtering' and 'LSQR: An Algorithm for Sparse Linear Equations and Sparse Le',The two corpus papers most similar (embedding-wise) to the combined researcher inputs are proposed as the basis of a joint direction.,Topics outside the top-ranked papers are least similar to the combined inputs for Recommender systems and Fairness in machine learning; such topics are not jointly evidenced.,Neural Collaborative Filtering; LSQR: An Algorithm for Sparse Linear Equations and Sparse Least Squares; Evaluating collaborative filtering recommender systems,,,,,
EV-ba8dc09762,,quantum_chemistry_x_dft,gap,,"Explicit limitation reported: The abstract of 'The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics' does not report evaluation beyond rdoc.","Explicit limitation reported: The abstract of 'The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics' does not report evaluation beyond rdoc.","The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics",,,,,
EV-bac9724cb9,,recommender_x_fairness,intersection,Shared focus: advanced bandit algorithms research + recommender systems and techniques,Both profiles reference 'advanced bandit algorithms research'. Combining Recommender systems's methods (see profile) with Fairness in machine learning's methods (see profile) may advance the shared problem.,,,,,,,
EV-bb00048645,,recommender_x_fairness,hypothesis,,Applying the combined methodology suggested by 'Shared focus: advanced bandit algorithms research + recommender systems and techniques' will yield measurable gains on the shared problem; this remains to be empirically validated.,,,,,,,
EV-bb9840f6ca,,knowledge_graph_x_question_answering,gap,,Explicit limitation reported: The abstract of 'Diagnostic and Statistical Manual of Mental Disorders' does not report evaluation beyond para.,Explicit limitation reported: The abstract of 'Diagnostic and Statistical Manual of Mental Disorders' does not report evaluation beyond para.,Diagnostic and Statistical Manual of Mental Disorders,,,,,
EV-bbae428338,,gnn_x_protein_structure,gap,,"Explicit limitation reported: The abstract of 'The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics' does not report evaluation beyond rdoc.","Explicit limitation reported: The abstract of 'The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics' does not report evaluation beyond rdoc.","The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics",,,,,
EV-bc38cb1a7c,,recommender_x_fairness,gap,,Explicit limitation reported: The abstract of 'Dissecting racial bias in an algorithm used to manage the health of populations' does not report evaluation beyond patients.,Explicit limitation reported: The abstract of 'Dissecting racial bias in an algorithm used to manage the health of populations' does not report evaluation beyond patients.,Dissecting racial bias in an algorithm used to manage the health of populations,,,,,
EV-bc60c9c03a,,single_cell_x_transfer_learning,gap,,Future-work opportunity: Extending 'Spatial reconstruction of single-cell gene expression data' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Spatial reconstruction of single-cell gene expression data' to broader settings is suggested by the absence of such results in the abstract.,Spatial reconstruction of single-cell gene expression data,,,,,
EV-bcdfc76e61,,clinical_nlp_x_ehr,hypothesis,,The most embedding-similar papers jointly cover the researchers' interests; combining their methods warrants empirical evaluation.,,Machine Learning and Data Mining Methods in Diabetes Research; Deep EHR: A Survey of Recent Advances in Deep Learning Techniques for Electronic Health Record (EHR) Analysis; Scalable and accurate deep learning with electronic health records,,,,,
EV-bf07785d2e,,federated_learning_x_privacy,gap,,Retrieved coverage is limited to the listed papers; a deeper corpus would be needed to confirm gaps between Federated learning for healthcare and Differential privacy in machine learning.,Retrieved coverage is limited to the listed papers; a deeper corpus would be needed to confirm gaps between Federated learning for healthcare and Differential privacy in machine learning.,Deep Learning with Differential Privacy; The future of digital health with federated learning; Advances and Open Problems in Federated Learning,,,,,
